"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DA4LJUGQ","book","1616","Vanini, Lucilio","De admirandis naturae reginae deaeque mortalium arcanis. Liber quatuor.","","","","","","","1616","2020-08-31 13:40:20","2020-11-26 14:40:04","","","","","","","","De admirandis naturae reginae","","","","","Adrianum Perier","Paris","Latin","","","","","Open WorldCat","","Lutetiae, Apud Adrianum Perier, vialacobaea. MDC.XVI. Cum privilegio regis.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10132086/manifest","Physik; Fracastoro; Magie; Navigation; Kompass; Knoblauch; Nutrimentum; Geheimnis; Magnetberg; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPMIWIC5","book","1597","Blundeville, Thomas","M. Blundevile his exercises: containing eight treatises, the titles whereof are set downe in the next printed page: which treatises are verie necessarie to be read and learned of all yoong gentlemen that have not bene exercised in such disciplines, and yet are desirous to haue knowledge as well in cosmographie, astronomie, and geographie, as also in the arte of navigation ... To the furtherance of which arte of navigation, the said M. Blundevile specially wrote the said treatises, and of meere goodwill doth dedicate the same to all young gentlemen of this realme.","","","","","","","1597","2020-08-31 13:40:20","2020-11-26 14:11:23","2016-12-23 18:09:48","","","","","","","Exercises","","","","","Iohn Windet","London","English","","","","","Open WorldCat","","Imprinted at London by Iohn Windet, dwelling at the sign the Grosse Keyes, neere Paules Wharsse, 1606.","","; ","https://books.google.it/books?id=XDlAMljn5ioC&dq=intitle:M.+Blundeuile+his+exercises:+containing+eight+treatises+1597&as_brr=3&redir_esc=y&hl=it; http://memory.loc.gov/cgi-bin/query/h?intldl/rbdkbib:@field(NUMBER+@band(rbdk+d036))","Navigation; Kompass; Magnetberg; Norman; Abweichung; Karte; Mercator; Disziplinen; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48GE5F6W","map","1569","Mercator, Gerhard","Nova et aucta orbis terrae descriptio ad usum navigantium emendate accomodata. Illustriss: et Clementiss: Principi ac Domino, D: Wilhelmo Duci Iuliae Clivorum et Montis, Comiti Marchiae et Ravensburgi, Domino in Ravenstein opus hoc felicibus eius auspicijs inchoatum atque perfectum Gerardus Mercator dedicabat.","","","","","","","1569","2020-08-31 13:40:20","2020-11-26 13:16:08","","","","","","","","Nova et aucta orbis terrae descriptio","","","","","","Duisburg","Latin","","","","","Open WorldCat","","Duysburgi","","","https://www.e-rara.ch/i3f/v20/7955225/manifest","Magnetberg; Karte; Mercator; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FKLKF7P","book","1637","Norwood, Richard","The sea-mans practice: contayning a fundamentall probleme in navigation, experimentally verified: namely, touching the compasse of the earth and sea, and the quantity of a degree in our English measures. Also an exact method or forme of keeping a reckoning at sea, in any kinde or manner of sayling. With certayne tables and other rules usefull in navigation, as also in the plotting and surveying of places. The latitude of the principall places in England. The finding of currents at sea; and what allowance is to bee given in respect of them. By Richard Norwood, reader of the mathematicks.","","","","","","","1637","2020-08-31 13:40:20","2020-11-26 14:53:35","2016-12-15 22:42:22","","","","","","","The sea-mans practice","","","","","B. Alsop; T. Fawcet for George Hurlock","London","English","","","","","Open WorldCat","","Printed [by B. Alsop and T. Fawcet] for George Hurlock, and are to be sold at his shop at Saint Magnus Corner, 1637","","","https://search.proquest.com/docview/2240858390/7F266B21E7CD40B1PQ/1?accountid=104321&imgSeq=1","Navigation; Kompass; Abweichung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAPXZYHR","book","1609","Keteltas, Barent Evertsz","Het ghebruyck der naeld vuiisinge tot dienste der zee-vaert beschreven: Hier by ghevoecht een perfecte tafel van der sonnen declinatie volghens den meridiaen van Hollant. Als oock de t'samenstellingh eenes instruments, waer doormen can vinden de verhooginge des werelts aspunten sonder hulpe van son, maen ofte ster","","","","","","","1609","2020-08-31 13:40:20","2020-11-26 14:32:52","","","","","","","","Het ghebruyck der naeld-vuiisinge","","","","","Barent Otsz","Amsterdam","Dutch","","","","","Open WorldCat","","t' Amstelredam By Barent Otsz Boeckducker  Anno 1609.","","","https://books.google.it/books?id=RIpiAAAAcAAJ&dq=intitle:Het+ghebrvyck+der+naeld-vviisinge+1609&as_brr=3&redir_esc=y&hl=it","Navigation; Kompass; Niederlande; Norman; Abweichung; Tabelle; Handbuch; Inklination; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBLEFMJI","book","1625","Mersenne, Marin","La verité des sciences. Contre les septiques ou Pyrrhoniens.","","","","","","","1625","2020-08-31 13:40:20","2020-11-26 14:46:31","","","","","","","","La verité des sciences","","","","","Toussainct du Bray","Paris","French","","","","","Open WorldCat","","A Paris, Chez Toussainct du Bray, rue Sainct Iacques, aux Epics-meurs. M. DC. XXV.  Avec privilege du roy, & Approb. des Doct.","","","https://gallica.bnf.fr/ark:/12148/bpt6k579276/f4.item.zoom","Mersenne; Skepsis; Abweichung; Messwerte; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMCEDJYQ","book","1597","Hulsius, Levinus","Descriptio viatorii, sive Compassus, cujus beneficio in quovis etiam incognito loco, ab uno vico aut urbe ad aliam, sine magna aberratione, per totam Germaniam, Italiam et alias vicinas regiones, nocte dieque pervenire facile est, publicata per Levinum Hulsium","","","","","","","1597","2020-08-31 13:40:20","2020-11-26 14:12:24","","","","","","","","Descriptio viatorii, sive Compassus","","","","","Levinus Hulsius","Nuremberg/ Frankfurt","Latin","","","","","Open WorldCat","","Noribergae et Francofurti Anno M. D. IIIC:","","","https://books.google.it/books?id=cOnIUj0qcbUC&dq=intitle:Descriptio+viatorii,+sive+Compassus+1597&as_brr=3&redir_esc=y&hl=it","Cardano; Kompass; Cortes; Abweichung; Hartmann; Medina; Karte; Sonnenuhr; Meridian; Mercator; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIFZ4H5Q","book","1581","Clavius, Christoph","Gnomonices libri octo, in quibus non solum horologiorum solariu[m], sed aliarum quo[quam] rerum, quae ex gnomonis umbra cognosci possunt, descriptiones geometricè demonstrantur.","","","","","","","1581","2020-08-31 13:40:20","2020-11-26 13:48:49","","","","","","","","Gnomonices libri octo","","","","","Franciscum Zanettum","Rome","Latin","","","","","Open WorldCat","","Romae, apud Franciscum Zanettum. MDLXXXI.","","","https://www.e-rara.ch/i3f/v20/864272/manifest","Jesuiten; Clavius; Sonnenuhr; Handbuch; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB4BMCK3","document","1583","Vaulx, Jacques de","Les premieres Oeuvres de Jacques de Vaulx Pilote pour le Roy en la Marine Contenantz Plusieurs Reigles Praticques Segrez Et Enseignementz très necessaires pour bien et seurement naviguer par le monde","","","","","","","1583","2020-08-31 13:40:20","2020-11-26 13:55:27","","","","","","","","Les premieres Oeuvres de Jacques de Vaulx Pilote","","","","","","","","","","Bibliothèque nationale de France","Français 9175","","","En la ville françoise de Grace Lan MDLXXXIIII.","","; ","https://gallica.bnf.fr/ark:/12148/btv1b55002476g; https://gallica.bnf.fr/ark:/12148/btv1b550024840/f11.item#","Mss; Navigation; Kompass; Abbildung; Instrument; Abweichung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EA5UXQP","document","1653","Zucchi, Niccolò","Philosophia magnetica per principia propria proposita et ad prima in suo genere promota","","","","","","","1653","2020-08-31 13:40:20","2021-07-01 17:12:51","","","","","","","","Philosophia magnetica","","","","","","","Latin","","","Biblioteca Nazionale Centrale ""Vittorio Emanuele II""","Fondo Gesuitico 1323","","","","","","https://www.dropbox.com/home/christoph_imagedb/Documents/Zucchi%201653%208EA5UXQP","Physik; Magnet; Jesuiten; Descartes; Mss; Rezeption; Zucchi; Maignan; DB; Z_METADATA; TR_IMAGESELECTION; LOCAL; TR_Problem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGX2IZRD","document","1625","Allacci, Leone","De magnete libri tres","","","","","","","1625","2020-08-31 13:40:20","2020-11-26 14:46:10","","","","","","","","","","","","","","","Latin","","","Biblioteca Vallicelliana","Allacci LXXVII","","","","","","","Magnet; Waffensalbe; Mss; Boodt; Allacci; Perpetuum mobile; DB; TR_LAYOUT; TR_ONTR; TR_IMAGESELECTION; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"939CNFSI","book","1533","Apian, Peter; Gemma Frisius","Cosmographicus liber Petri Apiani mathematici, iam denuo integritati restitutus per Gemmam Phrysium: item eiusdem Gemmae Phrysij Libellus de locorum describendorum ratione & de eorum distantijs inueniendis, nun[quam] ante hac visus.","","","","","","","1533","2020-08-31 13:40:20","2020-11-26 11:37:24","","","","","","","","Cosmographicus liber","","","","","Arnold Birckman","Antwerp","Latin","","","","","Open WorldCat","","Vaeneunt in pingui Gallinaper Arnoldum Birckman.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11211077/manifest","Kompass; Abbildung; Abweichung; Sonnenuhr; Meridian; Geographie; Apian; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CK9R87S","book","1528","Münster, Sebastian","Erklerung des newen Instruments der Sunnen, nach allen seinen Scheyben und Circkeln: item eyn vermanung Sebastiani Münnster an alle liebhaber der künstenn im hilff zu thun zu warer unnd rechter beschreybung Teutscher Nation.","","","","","","","1528","2020-08-31 13:40:20","2020-11-26 11:37:04","","","","","","","","Erklerung des newen Instruments der Sunnen","","","","","[Jacob Köbel]","Oppenheim","German","","","","","Open WorldCat","","Oppenheym","","","https://www.e-rara.ch/i3f/v20/20604605/manifest","Kompass; Instrument; Karte; Geographie; Münster; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B33ZA5HK","book","1579","Münster, Sebastian; Schmid, Sebastian","Der Horologien, Oder Sonnen vhren, Künstliche Beschreibung, wie dieselbigen nach mancherley ahrt an die Mauren, Wendte, Ebne, sie seyen Ligendt, Auffgerichtet, Schreg, auch auff Ronde, Außgehölte vnd sonst aller Handt Jnstrument Auffzureissen.","","","","","","","1579","2020-08-31 13:40:20","2020-11-26 13:47:30","","","","","","","","Der Horologien","","","","","Henric Petri","Basel","German","","","","","Open WorldCat","","Mit Rom. Key. Maiest. Gnad und freyheit Getrucht zu Basel.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10147827/manifest","Kompass; Abweichung; Sonnenuhr; Architektur; Geographie; Erfindung; Handbuch; Münster; Deviation; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZ6K9UEK","book","1554","Münster, Sebastian","Cosmographiae universalis lib. VI. in quibus iuxta certioris fidei scriptorum traditionem describuntur, omnium habitabilis orbis partium situs, propriaeq[ue] dotes. Regionum topographicae effigies. Terrae ingenia, quibus fit ut tam differentes & uarias specie res, & animatas, & inanimatas, ferat. Animalium peregrinorum naturae & picturae. Nobiliorum ciuitatum icones & descriptiones. Regnorum initia incrementa & translationes. Regum & principum genealogiae. Item omnium gentium mores, leges, religio, mutationes: atq[ue] memorabilium in hunc usque annum 1554. gestarum rerum historia.","","","","","","","1554","2020-08-31 13:40:20","2020-11-26 11:47:36","","","","","","","","Cosmographiae universalis","","","","","Henrich Petri","Basel","Latin","","","","","Open WorldCat","","Basileae, apud Henrichum Petri","","","https://daten.digitale-sammlungen.de/~db/0007/bsb00078512/images/","Kompass; Karte; Geographie; Mohammed; Handbuch; Münster; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AK4XL9E8","book","1554","Tartaglia, Niccolò","Quesiti et inventioni diverse de Nicolo Tartaglia: Lib. I-VIII. Di novo restampati con una gionta al sesto libro, nella qualse si mostra duoi modi di redur una Città inespugnabile. La divisione et continentia di tutta l'opra nel seguente soglio si trovara notata.","","","","","","","1554","2020-08-31 13:40:20","2020-11-26 11:47:50","","","","","","","","Quesiti et inventioni diverse de Nicolo Tartaglia","","","","","Nicolo de Bassarini","Venice","Italian","","","","","Open WorldCat","","Venetia, Con privilegio appresso de l'auttore MDLIIII.","","","https://www.e-rara.ch/i3f/v20/2706530/manifest","Kompass; Italien; Geographie; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6656ZYIP","book","1598","Pini, Valentino","Fabrica de gl' horologi solari. Nella quale si trattano non solo instrumenti per dissegnare horologi sopra ogni superficie di muro, ma anco si danno regole per fabricare altri Horologi portatili, così per scruitio del giorno come della notte.","","","","","","","1598","2020-08-31 13:40:20","2020-11-26 14:13:16","","","","","","","","Fabrica de gl' horologi solari.","","","","","Marco Guarisco","Venice","Italian","","","","","Open WorldCat","","Venetia, Appresso Marco Guarisco. MDXCVIII","","","http://biblioteca.galiciana.gal/es/consulta/registro.do?id=9173","Italien; Sonnenuhr; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
